x	abs(f(x) - g(x))	abs(f'(x) - g'(x))
0.5000000000000000	0.0000000000000000	0.4479380268853954
0.5250000000000000	0.0067783094098885	0.1170675606765830
0.5500000000000000	0.0069491911597173	0.0822303693117092
0.5750000000000001	0.0036925317245684	0.1583827242965636
0.6000000000000001	0.0000000000000002	0.1180982759930123
0.6250000000000001	0.0018497949419003	0.0342697653223976
0.6500000000000001	0.0019498045813835	0.0212270860044135
0.6750000000000002	0.0010545619098252	0.0448101642058747
0.7000000000000002	0.0000000000000000	0.0335253718712352
0.7250000000000002	0.0005143945777450	0.0093764417935975
0.7500000000000002	0.0005482456140351	0.0052308802308809
0.7750000000000002	0.0003179055134168	0.0120228098981732
0.8000000000000003	0.0000000000000000	0.0124601275917067
0.8250000000000003	0.0002672994038129	0.0083552976794601
0.8500000000000003	0.0003935585398436	0.0013407417568765
0.8750000000000003	0.0003177332535884	0.0076703528301283
0.9000000000000004	0.0000000000000000	0.0178898424512475
0.9250000000000004	0.0005202945170051	0.0213365544980069
0.9500000000000004	0.0009445963393333	0.0101179983451467
0.9750000000000004	0.0008996394687186	0.0162850251412994
